employee_id,employee_name,gender,age,department,role,joining_date,tenure_years,performance_score,salary,bonus,training_hours,attrition_status,manager_id
EMP-10762,Margaret Clark,Female,38,Operations,Logistics Coordinator,2011-12-02,13.1,0.66,52044.75,3788.86,98,False,EMP-13354
EMP-10763,James Martinez,Male,57,Sales,Business Development Executive,2018-01-24,6.9,0.55,57437.06,3675.97,51,False,EMP-10586
EMP-10764,Ryan Robinson,Male,33,Sales,Business Development Executive,2018-04-12,6.7,0.22,53555.28,2013.68,77,False,EMP-13217
EMP-10765,Jessica Davis,Female,33,Operations,Process Coordinator,2010-04-23,14.7,0.47,51927.94,2991.05,62,False,EMP-13931
EMP-10766,Jessica Allen,Female,43,Finance,Accountant,2011-12-09,13.1,0.27,82169.36,3418.25,59,False,EMP-10489
EMP-10767,Lisa Wright,Female,44,Operations,Administrative Assistant,2013-06-18,11.5,0.61,50025.59,3441.76,77,False,EMP-12345
EMP-10768,Betty Torres,Female,60,Finance,FP&A Manager,2013-05-22,11.6,0.58,97492.68,18231.13,82,False,EMP-10184
EMP-10769,Carol Miller,Female,42,IT,DevOps Manager,2010-08-28,14.3,0.42,111765.73,18217.81,76,False,EMP-14121
EMP-10770,Barbara Harris,Female,36,Operations,Operations Analyst,2016-03-23,8.8,0.7,67569.45,5135.28,89,False,EMP-12831
EMP-10771,Ryan Ramirez,Male,53,Finance,Senior Accountant,2012-08-31,12.3,0.7,83262.86,9991.54,92,False,EMP-11381
EMP-10772,Karen Taylor,Female,38,Operations,Process Coordinator,2012-10-07,12.2,0.5,69454.23,4167.25,81,False,EMP-11036
EMP-10773,Donna Nguyen,Female,31,Finance,Financial Analyst,2013-07-28,11.4,0.59,54145.64,3638.59,98,False,EMP-14584
EMP-10774,Sandra Miller,Female,48,Operations,Senior Operations Analyst,2011-10-14,13.2,0.57,67144.54,7184.47,58,False,EMP-10552
EMP-10775,Dorothy Robinson,Female,40,Sales,Sales Associate,2013-04-20,11.7,0.72,56037.17,4348.48,66,False,EMP-14630
EMP-10776,Joseph Robinson,Male,31,Operations,Administrative Assistant,2021-08-26,3.3,0.27,38628.31,1606.94,35,False,EMP-13811
EMP-10777,Patricia Thompson,Female,45,Sales,Sales Associate,2011-04-21,13.7,0.3,50230.63,2210.15,50,False,EMP-11418
EMP-10778,William Wright,Male,42,IT,Junior Software Engineer,2016-11-06,8.2,0.48,53493.58,3124.03,97,True,EMP-14857
EMP-10779,Ashley Martinez,Female,51,Sales,Regional Sales Manager,2011-08-08,13.4,0.59,139501.9,26296.11,78,False,EMP-12873
EMP-10780,Elizabeth Flores,Female,48,IT,Senior Software Engineer,2014-03-06,10.8,0.34,86110.24,7233.26,96,False,EMP-14030
EMP-10781,Margaret Hill,Female,54,Sales,Sales Associate,2014-08-17,10.4,0.34,46414.4,2190.76,49,False,EMP-13134
EMP-10782,John Lewis,Male,46,Operations,Operations Manager,2015-02-21,9.9,0.93,100587.27,24090.65,78,True,EMP-14242
EMP-10783,George Gonzalez,Male,52,Sales,Account Executive,2014-10-24,10.2,0.27,66928.95,2784.24,38,False,EMP-13898
EMP-10784,Karen Walker,Female,62,Sales,Business Development Executive,2011-02-04,13.9,0.25,72982.38,2919.3,85,False,EMP-13971
EMP-10785,Daniel Harris,Male,42,Sales,Sales Executive,2013-01-14,12.0,0.37,67507.22,3348.36,97,False,EMP-11671
EMP-10786,Sarah Lee,Female,39,Finance,Budget Analyst,2018-11-06,6.2,0.38,71302.3,3593.64,48,True,EMP-12273
EMP-10787,George Taylor,Male,36,Operations,Operations Associate,2017-05-16,7.6,0.44,45553.76,2514.57,44,False,EMP-12537
EMP-10788,Kimberly Hernandez,Female,33,HR,HR Business Partner,2013-09-02,11.3,0.61,54961.83,3781.37,103,False,EMP-11503
EMP-10789,Mary Flores,Female,37,Sales,Sales Associate,2012-10-01,12.2,0.46,58960.05,3348.93,92,False,EMP-11882
EMP-10790,Jessica Nguyen,Female,55,Sales,Business Development Executive,2012-06-26,12.5,0.77,68192.29,5564.49,102,False,EMP-11289
EMP-10791,James Miller,Male,35,Finance,Finance Director,2016-05-01,8.7,0.7,194918.9,39958.37,101,False,EMP-14014
EMP-10792,Mark King,Male,52,Operations,Administrative Assistant,2013-12-23,11.0,0.85,45462.48,4000.7,101,False,EMP-11333
EMP-10793,Mary Rodriguez,Female,30,IT,Senior DevOps Engineer,2014-06-19,10.5,0.5,107719.01,10771.9,101,False,EMP-14292
EMP-10794,Richard Lee,Male,48,Operations,Senior Operations Analyst,2012-09-29,12.3,0.72,67386.73,8221.18,73,False,EMP-13236
EMP-10795,Barbara Flores,Female,46,Sales,Account Executive,2011-07-17,13.5,0.38,60513.09,3049.86,49,False,EMP-10052
EMP-10796,Linda Lee,Female,46,Marketing,Content Manager,2014-07-27,10.4,0.25,68971.75,2758.87,81,False,EMP-11076
EMP-10797,Patricia Lewis,Female,51,Marketing,Marketing Director,2013-06-23,11.5,0.6,155976.71,29635.57,84,False,EMP-10378
EMP-10798,Dorothy Jones,Female,40,Sales,Account Executive,2013-10-09,11.2,0.37,77759.39,3856.87,86,False,EMP-12693
EMP-10799,Joseph Rodriguez,Male,58,IT,Chief Technology Officer,2014-06-25,10.5,0.7,480003.16,156001.03,108,False,
EMP-10800,Anthony Clark,Male,51,Operations,Operations Analyst,2015-03-09,9.8,0.68,56284.22,4187.55,99,False,EMP-13931
EMP-10801,Daniel Taylor,Male,40,HR,Senior Recruiter,2012-12-13,12.0,0.47,83596.66,8108.88,46,False,EMP-12522
EMP-10802,David Moore,Male,48,IT,Junior Software Engineer,2013-08-15,11.4,0.31,48537.66,2174.49,47,False,EMP-14348
EMP-10803,Timothy King,Male,52,Finance,Financial Analyst,2012-09-30,12.3,0.47,54868.88,3160.45,44,True,EMP-10407
EMP-10804,Robert Scott,Male,46,HR,Recruitment Coordinator,2012-08-26,12.3,0.53,42328.25,2641.28,69,True,EMP-11573
EMP-10805,Jeffrey Allen,Male,34,Operations,Logistics Coordinator,2012-04-08,12.7,0.63,48472.11,3412.44,101,False,EMP-11155
EMP-10806,Amanda Harris,Female,57,Finance,Accountant,2011-12-16,13.0,0.2,61648.61,2219.35,39,False,EMP-14457
EMP-10807,Sarah Smith,Female,44,HR,HR Specialist,2013-07-01,11.5,0.69,54185.41,4074.74,84,False,EMP-14243
EMP-10808,Mark Jones,Male,54,HR,Senior Recruiter,2014-05-18,10.6,0.46,72679.96,6977.28,67,True,EMP-11777
EMP-10809,Mary Lewis,Female,45,Operations,Process Coordinator,2012-02-16,12.9,0.82,68454.6,5859.71,66,False,EMP-12742
EMP-10810,Matthew Gonzalez,Male,53,Operations,Senior Operations Analyst,2012-11-17,12.1,0.71,87339.03,10568.02,114,False,EMP-12714
EMP-10811,Paul Lopez,Male,31,Finance,FP&A Manager,2013-10-31,11.2,0.68,108441.9,21905.26,109,False,EMP-11495
EMP-10812,Jessica Johnson,Female,33,Sales,Account Executive,2018-07-10,6.5,0.31,65681.07,2942.51,51,True,EMP-13264
EMP-10813,Stephanie Perez,Female,39,Operations,Process Coordinator,2013-11-09,11.1,0.42,65409.69,3505.96,61,True,EMP-13931
EMP-10814,David Lee,Male,32,Sales,Senior Account Executive,2011-09-20,13.3,0.6,92762.1,10203.83,108,False,EMP-11271
EMP-10815,Robert Hernandez,Male,48,Marketing,Content Writer,2017-03-17,7.8,0.3,48855.53,2149.64,84,False,EMP-11624
EMP-10816,Donald Garcia,Male,41,Marketing,Content Manager,2011-11-10,13.1,0.5,72008.01,4320.48,87,False,EMP-14527
EMP-10817,Amanda Taylor,Female,47,Operations,VP of Operations,2012-11-05,12.2,0.76,260879.28,88698.96,96,False,EMP-10615
EMP-10818,Michael Martin,Male,49,Marketing,Content Writer,2014-03-09,10.8,0.3,41263.32,1815.59,59,False,EMP-10216
EMP-10819,John Rodriguez,Male,58,HR,HR Business Partner,2011-12-15,13.0,0.46,62757.67,3564.64,63,False,EMP-10062
EMP-10820,Andrew Martinez,Male,47,Finance,Senior Financial Analyst,2011-10-15,13.2,0.72,86504.18,10553.51,84,False,EMP-14503
EMP-10821,Betty Wright,Female,47,Operations,Process Coordinator,2014-03-10,10.8,0.64,47663.4,3393.63,80,False,EMP-13236
EMP-10822,Barbara Clark,Female,37,Sales,Account Executive,2011-06-08,13.6,0.69,84810.05,6377.72,73,False,EMP-13217
EMP-10823,Robert Nguyen,Male,47,Sales,Senior Sales Executive,2017-08-13,7.4,0.58,99309.76,10725.45,53,False,EMP-13562
EMP-10824,Michael Nguyen,Male,40,IT,IT Support Specialist,2017-06-09,7.6,0.35,49426.01,2372.45,51,True,EMP-14620
EMP-10825,Dorothy Garcia,Female,45,Sales,Junior Sales Executive,2016-02-11,8.9,0.17,59291.04,1992.18,50,False,EMP-10329
EMP-10826,Lisa Allen,Other,26,Finance,Accounting Manager,2014-07-29,10.4,0.58,115124.97,21528.37,97,False,EMP-11495
EMP-10827,Ronald Hill,Male,50,Operations,Logistics Coordinator,2019-02-21,5.9,0.55,64567.85,4132.34,83,False,EMP-10977
EMP-10828,Deborah Torres,Female,37,Sales,Account Executive,2014-10-19,10.2,0.63,63311.26,4457.11,71,False,EMP-11379
EMP-10829,Kenneth Thomas,Male,32,Operations,Administrative Assistant,2011-02-21,13.9,0.62,48495.93,3375.32,104,False,EMP-13632
EMP-10830,Kimberly Sanchez,Female,40,Marketing,Social Media Manager,2015-03-29,9.8,0.52,50921.49,3136.76,51,False,EMP-14445
EMP-10831,Edward Walker,Male,42,HR,HR Specialist,2012-12-23,12.0,0.15,70789.05,2265.25,68,True,EMP-10840
EMP-10832,Karen Lopez,Female,56,Operations,Operations Manager,2014-04-02,10.7,0.61,86701.73,16603.38,71,False,EMP-10268
EMP-10833,Richard Sanchez,Male,55,IT,IT Support Specialist,2017-09-19,7.3,0.47,49147.72,2830.91,76,False,EMP-10261
EMP-10834,Daniel Wilson,Male,40,Operations,Operations Associate,2018-06-02,6.6,0.23,46217.79,1774.76,56,False,EMP-11128
EMP-10835,Steven Martin,Male,58,HR,HR Manager,2013-02-06,11.9,0.63,95442.26,18563.52,57,False,EMP-12198
EMP-10836,Joshua Jones,Male,43,Operations,Administrative Assistant,2013-07-24,11.4,0.64,46878.78,3337.77,63,False,EMP-11347
EMP-10837,Ashley Williams,Female,39,HR,Senior HR Business Partner,2013-06-19,11.5,0.53,76507.05,7880.23,93,False,EMP-11777
EMP-10838,Emily Williams,Female,43,IT,DevOps Engineer,2013-05-30,11.6,0.66,69875.96,5086.97,56,False,EMP-14915
EMP-10839,Thomas Moore,Male,41,Finance,Accounts Payable Specialist,2014-02-09,10.9,0.33,57058.7,2647.52,51,False,EMP-14855
EMP-10840,Steven Garcia,Male,35,HR,Senior Recruiter,2011-02-17,13.9,0.53,95334.82,9819.49,90,False,EMP-11802
EMP-10841,Sharon Allen,Female,53,Sales,Senior Sales Executive,2018-08-10,6.4,0.51,88286.32,8916.92,54,False,EMP-12397
EMP-10842,Michelle Martinez,Female,40,Operations,Operations Analyst,2011-05-02,13.7,0.31,67300.61,3015.07,39,False,EMP-14750
EMP-10843,Michelle Walker,Female,50,Sales,Sales Executive,2017-02-24,7.8,0.73,55960.88,4387.33,84,False,EMP-13804
EMP-10844,Kevin Allen,Male,51,IT,Senior DevOps Engineer,2016-04-17,8.7,0.65,81479.12,9370.1,85,False,EMP-12828
EMP-10845,Jeffrey Wilson,Male,28,Sales,Account Executive,2011-05-15,13.6,0.8,65520.18,5503.7,114,False,EMP-11154
EMP-10846,Jessica Garcia,Female,51,Finance,Finance Manager,2017-12-08,7.1,0.72,91401.57,19011.53,113,False,EMP-11362
EMP-10847,Melissa Scott,Female,35,Operations,Process Coordinator,2010-05-21,14.6,0.36,71029.32,3466.23,55,False,EMP-13133
EMP-10848,Jessica Martin,Female,34,Finance,Financial Analyst,2010-11-19,14.1,0.47,62028.11,3572.82,71,False,EMP-13710
EMP-10849,Linda Miller,Female,31,Operations,Administrative Assistant,2011-11-08,13.1,0.73,46213.77,3623.16,70,False,EMP-11006
EMP-10850,Susan King,Female,54,HR,HR Manager,2013-03-06,11.8,0.56,97257.59,17895.4,77,False,EMP-11051
EMP-10851,Sandra Jones,Female,32,Finance,Financial Analyst,2013-07-23,11.4,0.31,58050.84,2600.68,87,True,EMP-14827
EMP-10852,Donna Robinson,Female,42,Operations,Operations Associate,2016-01-26,8.9,0.18,36293.47,1248.5,66,False,EMP-10581
EMP-10853,Robert Jackson,Male,38,Operations,Process Coordinator,2013-08-04,11.4,0.36,61007.65,2977.17,87,False,EMP-12910
EMP-10854,Kevin Nguyen,Male,44,Finance,Accounting Manager,2010-03-04,14.8,0.58,107980.74,20192.4,78,True,EMP-11495
EMP-10855,Sarah Lewis,Female,37,Sales,Senior Sales Executive,2014-01-08,11.0,0.72,98848.07,12059.46,81,True,EMP-10311
EMP-10856,Elizabeth Taylor,Female,41,Finance,Junior Analyst,2014-08-15,10.4,0.29,41234.82,1781.34,78,False,EMP-11464
EMP-10857,Mark Lee,Male,45,Sales,Sales Associate,2012-06-11,12.6,0.4,50805.77,2641.9,81,False,EMP-14547
EMP-10858,Amanda Williams,Female,39,IT,Senior DevOps Engineer,2011-11-05,13.2,0.21,87200.21,6191.21,88,False,EMP-13465
EMP-10859,Sandra White,Female,40,Operations,Senior Process Manager,2011-10-05,13.2,0.36,81631.04,7020.27,55,False,EMP-14168
EMP-10860,Charles White,Male,56,Sales,Regional Sales Manager,2015-03-30,9.8,0.57,135177.25,25075.38,99,False,EMP-14202
EMP-10861,Timothy Young,Male,37,Sales,Senior Account Executive,2015-05-14,9.6,0.64,81216.76,9258.71,57,False,EMP-13395
EMP-10862,Jacob Torres,Male,31,IT,IT Support Specialist,2014-11-02,10.2,0.65,49011.49,3528.83,74,False,EMP-11135
EMP-10863,Lisa Walker,Female,34,Sales,Senior Sales Executive,2017-06-27,7.5,0.59,101695.41,11084.8,86,False,EMP-14241
EMP-10864,Kevin Williams,Male,25,Sales,Senior Sales Executive,2013-03-19,11.8,0.48,90827.82,8901.13,56,False,EMP-13244
EMP-10865,Jennifer White,Female,51,Operations,Senior Process Manager,2016-06-28,8.5,0.45,63177.14,6001.83,90,False,EMP-11916
EMP-10866,James Torres,Male,44,Finance,Accountant,2011-07-13,13.5,0.49,66437.14,3933.08,68,False,EMP-14179
EMP-10867,Mark Jackson,Male,37,Sales,Account Executive,2016-10-06,8.2,0.47,68090.19,3921.99,53,False,EMP-13386
EMP-10868,Lisa Williams,Female,42,Finance,Accountant,2016-02-07,8.9,0.51,51676.7,3141.94,69,False,EMP-11054
EMP-10869,Lisa Miller,Female,34,HR,Compensation Manager,2016-08-23,8.4,0.68,85945.92,17361.08,63,False,EMP-13876
EMP-10870,Paul Young,Male,30,HR,Senior Recruiter,2020-10-23,4.2,0.26,79648.2,6053.26,48,False,EMP-10053
EMP-10871,John Thomas,Male,43,Sales,Sales Director,2010-10-16,14.2,0.92,219374.76,52211.19,116,False,EMP-12392
EMP-10872,Carol Moore,Other,47,Operations,Senior Operations Analyst,2013-02-11,11.9,0.3,70807.75,5664.62,74,False,EMP-12326
EMP-10873,Ashley Williams,Female,39,Sales,Sales Director,2013-06-02,11.6,0.64,184776.51,36216.2,111,False,EMP-10059
EMP-10874,David Jackson,Male,38,Marketing,Content Writer,2013-06-16,11.5,0.47,51850.11,2986.57,69,False,EMP-13999
EMP-10875,Matthew Clark,Male,43,Marketing,Content Manager,2013-10-27,11.2,0.68,63233.72,4704.59,80,False,EMP-10889
EMP-10876,Rebecca Harris,Female,36,HR,HR Specialist,2010-07-23,14.4,0.74,65588.22,5194.59,98,False,EMP-12740
EMP-10877,Karen Torres,Female,55,HR,HR Business Partner,2012-09-30,12.3,0.57,69456.48,4556.35,76,False,EMP-10629
EMP-10878,Rebecca Miller,Female,47,Marketing,Senior Marketing Specialist,2018-06-03,6.6,0.44,85177.76,8006.71,86,False,EMP-13043
EMP-10879,Kevin King,Male,52,Sales,Account Manager,2012-02-05,12.9,0.33,135492.23,20256.09,57,False,EMP-14183
EMP-10880,Sharon Hernandez,Female,34,Sales,Sales Executive,2017-03-21,7.8,0.78,60161.42,4957.3,103,False,EMP-10648
EMP-10881,Joseph Nguyen,Male,40,Sales,Senior Account Executive,2014-01-17,11.0,0.57,108498.74,11609.37,74,False,EMP-11749
EMP-10882,Andrew Walker,Male,45,Finance,Accounting Manager,2016-07-18,8.5,0.83,114111.5,25618.03,97,False,EMP-14393
EMP-10883,Melissa Young,Female,57,HR,Senior HR Business Partner,2010-08-03,14.4,0.56,95262.39,10097.81,85,False,EMP-13810
EMP-10884,Richard Rodriguez,Male,50,Marketing,Content Manager,2011-10-29,13.2,0.52,71587.99,4409.82,51,False,EMP-10117
EMP-10885,Carol Hernandez,Female,25,Marketing,Marketing Specialist,2014-11-27,10.1,0.65,49800.86,3585.66,58,False,EMP-13323
EMP-10886,David Harris,Male,33,Sales,Junior Sales Executive,2015-04-05,9.7,0.54,49469.28,3126.46,106,False,EMP-13752
EMP-10887,Anthony Perez,Male,48,Marketing,Marketing Specialist,2015-03-15,9.8,0.78,56129.29,4625.05,72,False,EMP-12996
EMP-10888,Ronald Hernandez,Male,32,Sales,Regional Sales Manager,2015-01-04,10.0,0.76,116671.64,24967.73,74,False,EMP-13027
EMP-10889,Charles Rodriguez,Male,30,Marketing,Marketing Manager,2012-02-04,12.9,0.73,118504.83,24826.76,79,False,EMP-13221
EMP-10890,George Hill,Male,52,Sales,Account Executive,2013-01-19,11.9,0.51,75688.51,4601.86,67,False,EMP-12490
EMP-10891,Sharon Ramirez,Female,43,Sales,Senior Account Executive,2010-11-14,14.1,0.37,92872.28,8079.89,74,False,EMP-11052
EMP-10892,Andrew Davis,Male,52,Operations,Senior Operations Analyst,2018-05-11,6.6,0.59,86665.51,9446.54,91,False,EMP-12108
EMP-10893,Richard Nguyen,Male,37,IT,QA Engineer,2012-12-23,12.0,0.39,58119.87,2975.74,62,False,EMP-13842
EMP-10894,Jacob Ramirez,Male,42,Sales,Sales Executive,2017-02-10,7.9,0.65,71059.78,5116.3,105,False,EMP-11721
EMP-10895,Rebecca Lopez,Female,44,Marketing,Marketing Director,2013-12-13,11.0,0.88,179442.35,41630.63,72,False,EMP-13951
EMP-10896,Jacob Thompson,Male,48,Sales,Account Executive,2013-11-21,11.1,0.39,61246.09,3135.8,69,False,EMP-13829
EMP-10897,John Scott,Male,30,Finance,Financial Analyst,2012-09-16,12.3,0.59,62318.52,4187.8,106,False,EMP-10854
EMP-10898,Daniel Smith,Male,27,Operations,Process Coordinator,2015-09-26,9.3,0.67,63219.6,4652.96,70,False,EMP-10325
EMP-10899,Mark Harris,Male,34,Sales,Senior Account Executive,2012-04-27,12.7,0.34,84267.62,7078.48,64,False,EMP-12469
EMP-10900,Daniel Rodriguez,Male,38,IT,Senior Software Engineer,2010-07-23,14.4,0.41,112275.18,10217.04,44,False,EMP-13333
EMP-10901,Daniel Anderson,Male,36,Operations,VP of Operations,2013-06-12,11.6,0.42,255847.85,65241.2,88,False,EMP-10615
EMP-10902,William Scott,Male,39,Sales,Sales Executive,2012-11-25,12.1,0.5,80666.2,4839.97,84,False,EMP-13193
EMP-10903,Joshua Anderson,Male,36,Sales,Sales Executive,2012-03-06,12.8,0.74,72548.99,5745.88,75,False,EMP-14692
EMP-10904,Kenneth King,Male,48,Operations,Administrative Assistant,2017-02-15,7.9,0.37,37195.01,1844.87,73,False,EMP-11957
EMP-10905,Ronald Jones,Male,44,Operations,Process Coordinator,2013-12-26,11.0,0.56,72188.32,4677.8,55,True,EMP-11034
EMP-10906,Susan Sanchez,Female,38,Sales,Sales Executive,2012-12-23,12.0,0.38,78303.07,3946.47,39,False,EMP-11020
EMP-10907,Stephanie Lewis,Female,35,Sales,Sales Executive,2015-12-08,9.1,0.45,59723.19,3344.5,64,False,EMP-13862
EMP-10908,John Hill,Male,48,Sales,Junior Sales Executive,2013-11-03,11.2,0.33,50089.78,2324.17,67,False,EMP-10706
EMP-10909,Jeffrey Lewis,Male,47,Sales,Account Executive,2013-05-24,11.6,0.52,65077.88,4008.8,82,False,EMP-12505
EMP-10910,Richard Torres,Male,28,IT,DevOps Manager,2012-06-10,12.6,0.53,144803.75,25992.27,64,False,EMP-10503
EMP-10911,George Moore,Male,35,HR,HR Coordinator,2015-02-15,9.9,0.64,50450.61,3592.08,74,False,EMP-10883
EMP-10912,Nancy Lewis,Female,53,Marketing,Senior Marketing Specialist,2012-12-13,12.0,0.69,90974.08,10825.92,103,False,EMP-11159
EMP-10913,Kimberly Gonzalez,Female,49,Finance,Financial Analyst,2013-07-17,11.5,0.62,52740.99,3670.77,89,False,EMP-13072
EMP-10914,Karen Wright,Female,28,Finance,Financial Analyst,2012-01-23,12.9,0.4,57856.45,3008.54,44,False,EMP-10956
EMP-10915,John Sanchez,Male,42,Sales,Senior Account Executive,2015-09-24,9.3,0.58,72694.17,7850.97,97,False,EMP-10311
EMP-10916,Steven Scott,Male,57,Sales,Account Executive,2013-09-29,11.3,0.42,80738.39,4327.58,91,False,EMP-12026
EMP-10917,Margaret Garcia,Female,35,Operations,Operations Analyst,2010-07-21,14.4,0.3,69505.33,3058.23,52,False,EMP-11778
EMP-10918,Brian Scott,Male,25,Sales,Sales Executive,2010-10-05,14.2,0.51,56661.11,3445.0,83,False,EMP-10121
EMP-10919,Betty Thompson,Female,47,IT,Senior Software Engineer,2013-03-05,11.8,0.67,93320.04,10918.44,66,False,EMP-11656
EMP-10920,Daniel Wilson,Male,55,Operations,Operations Director,2017-07-09,7.5,0.72,144842.92,30127.33,114,True,EMP-10112
EMP-10921,Jennifer Hill,Female,58,Finance,FP&A Manager,2014-03-14,10.8,0.71,121559.86,25102.11,104,False,EMP-14245
EMP-10922,Charles Garcia,Male,45,IT,Data Engineer,2015-05-04,9.7,0.66,62146.78,4524.29,112,False,EMP-11249
EMP-10923,Ryan Gonzalez,Male,40,Finance,Finance Manager,2014-12-30,10.0,0.68,130256.93,26311.9,89,True,EMP-11362
EMP-10924,Jason Gonzalez,Male,28,HR,HR Manager,2014-05-23,10.6,0.65,100265.33,19802.4,58,False,EMP-10644
EMP-10925,Jacob Thomas,Other,49,IT,Senior Software Engineer,2013-05-15,11.6,0.47,90765.95,8804.3,73,False,EMP-13333
EMP-10926,Margaret Jones,Female,33,Marketing,Social Media Manager,2012-10-14,12.2,0.46,64772.42,3679.07,68,False,EMP-11501
EMP-10927,Carol Jones,Female,47,IT,QA Engineer,2011-08-23,13.4,0.59,79184.8,5321.22,93,False,EMP-13239
EMP-10928,Deborah Wright,Female,25,HR,HR Coordinator,2014-03-01,10.8,0.27,40277.69,1675.55,69,False,EMP-11279
EMP-10929,John White,Male,43,HR,HR Specialist,2017-04-03,7.7,0.68,63618.82,4733.24,63,False,EMP-10951
EMP-10930,Margaret Hill,Female,55,Operations,Senior Process Manager,2011-03-30,13.8,0.43,80848.34,7518.9,74,True,EMP-14464
EMP-10931,Kevin Torres,Male,35,Operations,Operations Associate,2018-06-01,6.6,0.75,40693.72,3255.5,68,False,EMP-11502
EMP-10932,Barbara Sanchez,Female,40,Finance,Budget Analyst,2010-10-24,14.2,0.49,59656.99,3531.69,58,False,EMP-11871
EMP-10933,Sarah Taylor,Female,35,HR,HR Business Partner,2013-10-28,11.2,0.39,65897.65,3373.96,73,False,EMP-11708
EMP-10934,Andrew Ramirez,Male,47,Operations,Supply Chain Manager,2012-07-20,12.4,0.6,117500.52,22325.1,65,False,EMP-13399
EMP-10935,Susan Sanchez,Female,50,IT,QA Engineer,2011-08-09,13.4,0.61,79418.45,5463.99,78,False,EMP-10756
EMP-10936,Sarah Clark,Female,48,Sales,Sales Associate,2014-08-25,10.4,0.45,59907.37,3354.81,97,False,EMP-11581
EMP-10937,Jessica Hernandez,Female,39,Sales,Account Executive,2015-03-18,9.8,0.68,81781.6,6084.55,71,False,EMP-12197
EMP-10938,Stephanie Flores,Female,24,Operations,Process Coordinator,2012-07-04,12.5,0.73,54295.41,4256.76,77,True,EMP-10516
EMP-10939,Robert Thompson,Male,48,Sales,Account Executive,2011-11-29,13.1,0.33,76670.68,3557.52,95,False,EMP-10031
EMP-10940,Lisa Rodriguez,Female,46,Operations,Operations Associate,2016-04-22,8.7,0.38,49388.28,2489.17,68,False,EMP-14709
EMP-10941,Mark Allen,Male,32,Sales,Sales Associate,2015-02-26,9.8,0.74,48194.25,3816.98,95,False,EMP-14671
EMP-10942,Steven Clark,Other,27,Sales,Sales Executive,2014-02-04,10.9,0.5,66928.58,4015.71,96,False,EMP-14088
EMP-10943,Barbara Smith,Female,38,Operations,Operations Analyst,2014-03-09,10.8,0.66,54165.37,3943.24,64,False,EMP-11220
EMP-10944,Mark Anderson,Male,49,HR,Recruitment Coordinator,2014-06-30,10.5,0.61,47632.71,3277.13,50,False,EMP-12731
EMP-10945,Joseph Thompson,Male,60,Operations,Operations Analyst,2016-12-17,8.0,0.34,60210.61,2841.94,72,False,EMP-13070
EMP-10946,Jeffrey Hernandez,Male,36,Sales,Sales Associate,2014-06-17,10.5,0.52,53893.29,3319.83,60,False,EMP-13962
EMP-10947,Melissa White,Female,34,Operations,Administrative Assistant,2014-03-03,10.8,0.56,38738.68,2510.27,63,False,EMP-11476
EMP-10948,Patricia Torres,Female,32,Marketing,Senior Content Manager,2015-04-21,9.7,0.69,83646.26,9953.9,99,False,EMP-13238
EMP-10949,Melissa Nguyen,Female,38,Operations,Operations Manager,2015-03-07,9.8,0.31,87115.51,12762.42,89,False,EMP-14464
EMP-10950,Deborah Perez,Female,51,IT,DevOps Engineer,2014-11-09,10.1,0.58,77511.76,5146.78,58,False,EMP-14597
EMP-10951,Paul Young,Male,43,HR,Senior Recruiter,2013-03-01,11.8,0.55,64576.49,6780.53,51,False,EMP-13876
EMP-10952,Jason Lee,Male,36,HR,Recruitment Coordinator,2015-05-11,9.6,0.49,42260.38,2501.81,88,False,EMP-14006
EMP-10953,Mark Hernandez,Male,42,IT,QA Engineer,2013-07-17,11.5,0.64,76740.82,5463.95,84,False,EMP-14478
EMP-10954,Kenneth Robinson,Other,47,Sales,Account Manager,2012-03-21,12.8,0.71,135989.65,28081.86,66,False,EMP-13956
EMP-10955,Kenneth Thomas,Male,46,IT,Data Engineer,2012-09-08,12.3,0.57,73500.95,4821.66,63,False,EMP-12210
EMP-10956,William Flores,Male,34,Finance,Senior Accountant,2011-04-16,13.7,0.73,87050.72,10707.24,64,False,EMP-11305
EMP-10957,Rebecca Scott,Female,41,Finance,Junior Analyst,2012-04-13,12.7,0.18,56255.78,1935.2,29,False,EMP-10826
EMP-10958,Donald Hernandez,Male,54,IT,Software Engineer,2013-03-21,11.8,0.38,60014.71,3024.74,70,False,EMP-13646
EMP-10959,William Anderson,Male,55,Sales,Account Manager,2013-12-11,11.1,0.81,110666.07,24512.53,77,False,EMP-12176
EMP-10960,Richard Wright,Male,45,Marketing,Senior Content Manager,2012-05-15,12.6,0.68,94030.25,11095.57,93,True,EMP-14841
EMP-10961,Michael Hernandez,Male,37,Sales,Senior Account Executive,2020-09-06,4.3,0.34,99960.92,8396.72,80,False,EMP-12397
EMP-10962,Jeffrey Clark,Male,39,Operations,Senior Operations Analyst,2010-11-26,14.1,0.61,93418.7,10369.48,107,False,EMP-11105
EMP-10963,Thomas Thomas,Male,44,Sales,VP of Sales,2014-08-25,10.4,0.8,214855.4,75199.39,111,False,EMP-11742
EMP-10964,Richard Gonzalez,Male,27,Operations,VP of Operations,2012-03-29,12.8,0.82,185928.7,66004.69,102,False,EMP-10188
EMP-10965,Michelle King,Female,50,IT,IT Manager,2013-08-07,11.4,0.89,108967.8,25443.98,98,False,EMP-14279
